id,rating_number,rating_text
10518,1,"La verdad, los que dan una buena calificación a este profesor es porque pasaron la materia con los quices y bonos que hace (todos están en internet, así que ahí se asegura gran parte de la materia). Ni siquiera se toma el tiempo de hacer los talleres o quices, sino que todo es copy, paste de bases de datos que hay en todo lado. Lo peor es que no pr..."
10519,4,"Él es muy querido y trata de que todos entiendan. Sin embargo, no llegué a entender Lineal"
10520,3,No es muy claro explicando. Pone tareas que sirven mucho para estudiar pero de igual forma los parciales son muy difíciles.
10521,2,"Que DALGO con cardoso sea imposible es un mito. La clase es pasable con sólo asistir a clase y si se hacen las lecturas se puede dejar en 4 fácilmente. Algo negativo es que es una de las peores personas al dar una clase, ya que literalmente no le importan sus estudiantes. Lo mejor es ir a clases y no preguntar ni nada porque no le va a responder ap..."
10522,4,Buen profesor
10523,4,"Andrés es un buen profesor. No solo es muy amable sino que trata de ser divertido y hacer sus clases cheveres. Sin embargo, se concentra mucho en Matlab y eso puede hacer que la clase sea aburrida si no te interesa mucho la programación."
10524,5,¡El mejor profesor de la vida!
10525,3,"Realmente es un duro de la administración. Sabe demasiado y aunque a veces se desvía de lo que está enseñando y aunque la clase sea mamona a veces, logra captar la atención de los estudiantes. Los quices y los parciales son basados en las lecturas, así que siempre y cuando uno tenga plata para copias, esta materia es fácil."
10526,4.9,"Mario es increible como profesor, a pesar de que a veces se enrede un poco expicando se preocupa demasiado por que cada estudiante aprenda el tema que es lo que importa en realidad. La nota nunca es un problema con el , es demasiado consiente de que todos nos equivocamos y hace recuperatorios para subsanar la nota. En una clase se sentó al lado de ..."
10527,3,"Es una gran persona, pero no la puedo recomendar como buena profesora."
10528,5,"Es una clase increíble! Carolina es un gran opción para procedimientos porque enseña lo que tiene que enseñar (uno sale muy bien preparado) y lo aplica a la práctica. Su clase es muy amena y ella explica absolutamente todo en clase de una manera muy clara. Además, sus lecturas son muy suaves para una clase de procedimientos de 4 créditos, porque Ca..."
10529,5,"Es un excelente profesor, conoce mucho, y es ecidente que le apasiona enseñar. A pesar de que no es el único profesor de la clase (la comparte con otro) siempre intenta enseñar y que los estudiantes entiendan. La clase no es difícil pero logra que los estudiantes se involucren"
10530,4.5,Pros: sabe mucho y saca lo mejor de uno.
10531,5,El mejor profesor de la universidad.
10532,3.8,En el curso se aprende bastante y la profesora demuestra dominio en el tema.
10533,4.5,"Explica muy rapido, por lo que tienes que estar atento en la clase y a veces se enreda. Pero realmente explica bien y aprendes fácil"
10534,1,"Christian se esfuerza para que todos entiendan los temas. Sin embargo, a veces no es muy claro en los temas que explica. Las clases también tienden a ser monótonas y aburridas."
10535,5,Pros: Sabe mucho del tema.
10536,5,Es excelente en general. Muy buena persona y siempre esta dispuesto a resolver dudas
10537,5,"Luz Adriana es excelente: es apasionada, amable, estricta, exigente. Se toma en serio su trabajo y eso es sumamente valioso para uno como estudiante. Fue la primera clase de la maestría en la que se conjugaron todos los conocimientos adquiridos previamente. En la clase se trabaja y se lee bastante, lo cual puede ser pesado para algunos estudiantes ..."
10538,2,"Es la peor clase que he tomado. No se hace nada en clase, solo se aprende a copiar y pegar. El curso tiene todo para ser muy chevere pero la mala metodologia hace que uno odie la materia."
10539,5,"Campuzano es quizás el mejor profesor de arquitectura de todo el departamento, sabe muchísimo de todo y se interesa muchísimo en que los estudiantes aprendan, le encantan las ideas retadoras y que el estudiante proponga. Sin embargo es muy exigente y duro calificando, a veces no reconoce el esfuerzo de los estudiantes pero siempre está abierto a explicaciones adicionales con tal de que uno mejore."
10540,5,Pros: Excelente persona
10541,5,"Andrés es un profesor muy atento que de preocupa de que todos estudien, puede ser un poco intimidante al comienzo pero es muy buena persona, en ocasiones puede explicar muy rápido pero si se le dice baja la velocidad de como explica"
10542,2.6,Es un poco molesta la clase con ella.
10543,4.4,Lida es muy buena profesora. Tiene los temas muy claros y es muy clara explicando. Vale la pena verla con ella.
10544,3,"La clase de Rosa no es la más fácil, pues los parciales son de mucho cuidado y deja tareas largas todas las semanas. Sin embargo, al final del semestre el examen final no se hace complicado y se aprende mucho en la clase."
10545,1,"Profesora muy grosera, es imposible platicar con ella, siempre cree tener la razon. En lugar me hacia correcciones, y cuando llego una clase un profesor invitado al salon me hizo unas observaciones de lo que ella me habia hecho cambiar, en ese momento si se quedo callada, pero despues casi me tiro esa entrega porque a ultima hora me puso a cambiar ..."
10546,4.5,Es muy paciente y trata de resolver todas las dudas en clase.
10547,4.8,"Es una excelente profesora, es muy metódica y casi siempre se hace lo mismo en clase. La clase es de solo un crédito pero requiere de mucho esfuerzo. Me gustó mucho porque aprendí demasiado en poco tiempo. Sus tareas suelen ser difíciles pero si te pasas por su oficina o te mantienes en contacto con los monitores (ojalá te toque con Nicolás) lo log..."
10548,5,"Una persona muy pila, amable y con mucho rigor pedagógico. Debería en un futuro dictar la magistral de esa materia."
10549,5,"Es una profesora excelente, es comprensiva, agradable y muy chistosa. La clase es muy dinámica y por la gran capacidad que tiene de tratar las dificultades de los estudiantes, es muy sencillo sacar una nota alta y entender perfectamente lo que enseña."
10550,3.3,Pros: Es muy académico en las rotaciones y sus explicaciones son muy claras.
10551,3.5,"Puede llegar a ser un poco grosera. Es exigente, pero sabe mucho de los temas y se puede aprender mucho con ella"
10552,5,"Aparicio es un profesor increíble, de los mejores que he tenido en la universidad. Su clase es clara e interesante. Es exigente, pero no inmanejable, y aunque él intimida un poco al principio, es muy amable y está dispuesto a resolver dudas o repetir todo lo que sea necesario. Recomiendo 100% ver una clase con él y aprovecharla, si se le pone la ficha uno puede aprender mucho y disfrutarla."
10553,5,"A diferencia de otros complementarios que simplemente llegan a la clase, resuelven un par de ejercicios del libro o dejan un taller para que los estudiantes lo realicen, Nicolás en serio se empeña en que todos entiendan el tema. Realiza una explicación breve del tema que se está viendo en la magistral para luego realizar unos ejercicios (que en gen..."
10554,1.5,"Con respecto a Juan Fernando tengo que ser sincera en que hay que diferenciar al profesor de la persona. En las ocasiones en que conversamos fuera de clase sé que una persona comprometida y muy amable; no obstante, creo que le hace falta mucho para ser un buen profesor. "
10555,4,si te sientas en las primeras filas y haces los ejercicios del complementario es bastante sencillo e interesante
10556,4.8,"Aparte de ser demasiado lindo físicamente, es un profesor que tiene bastante trayectoria y conociemiento de la realidad de diferentes naviones a nivel gubernamental, por ende es muy acertado en sus conclusiones. Valora mucho el esfuerzo de los estudiantes y da muchos bonos"
10557,1.6,Pros: nada
10558,4,Pros: Comprensivo con los estudiantes y flexible con diferentes aspectos del curso.
10559,5,Es demasiado buena gente exgaera su calidez. Todos los estudiantes la aman.
10560,3.5,"De los complementarios de la clase, sin duda este es el mejor. Esta atento ante los problemas y las dudas de los estudiantes, se toma el tiempo de hablar con ellos, siempre acepta los reclamos, sin embargo, es muy difícil de contactarlo por mail y no tiene horario de atencion en la universidad."
10561,5,"Muy buen profesor, explicaciones muy claras con ejemplos de la actualidad económica. Parciales acorde a lo explicado en clase y en las complementarias y muy buena persona."
10562,4,Es buen profesor.
10563,5,Es un gran profesor y enseña cosas muy muy interesantes. Los semestres anteriores siempre estuve en duda de estudiar industrial pero el me motivo a seguir en esta carrera. Pero con respecto a esta materia lo más importante es tener un calificador suave porque el tema es extremadamente ambiguo por lo que ver esta materia en especifico con el no es tan buena idea.
10564,3,"Suele explicar mucha teórica, lo cual puede volver tediosa la clase. Suele explicar bien aunque como cualquier profesor suele equivocarse. A veces sus complementarios no ayudan en lo absoluto."
10565,2,"Se nota que Laura sabe mucho, pero realmente no se le nota la pasión por enseñar, se le ve una actitud de dictar solo por cumplir. La clase se basa en que los estudiantes repitan lo que hay en las lecturas o ella leyendo unas diapositivas. No es difícil desde que uno haga las lecturas o simplemente vaya a clase y escuche los resúmenes de las lecturas."
10566,5,"Excelente profesor, si uno lee para su clase se aprenderá todo con facilidad, tiene excelente material en sus clases y sus casos son demasiado divertidos además que permiten un excelente entendimiento de los temas. El mejor profesor en mucho tiempo."
10567,5,El mejor profesor de la vida
10568,3.6,Cuando esta explicando se enreda o va muy rápido.
10569,4,"Explica detalladamente, responde a las dudas, hace ejemplos, con tal de que los estudiantes entendamos el tema; sin embargo, se necesita llegar a las clases con el nivel correspondiente del libro leído si se quiere sacar provecho a las clases y laboratorios."
10570,4,"Es una profesora que sabe mucho, sin embargo tiende a ser dispersa. Además de esto, le da un enfoque antropológico a las clases que se distancian un poco de la ciencia política como tal. Sin embargo, es muy buena profesora en términos de motivación al estudiante."
10571,3.6,"Aunque el profesor se muestre algunas veces prepotente si uno le pide ayuda el se la brinda, ademas es muy justo con temas de notas y excusas medicas"
10572,4.6,"Es una excelente profesora y se dedica mucho a que realmente todos aprendan y participen. Es flexible con si no puedes ir a una clase, reponerla con otra."
10573,2,"La clase con Fabio es sumamente monotona aunque no es difícil aprobar, suele tartamudear mucho por lo que es fácil perderle el hilo y la metodología que maneja incluye talleres extensos y quices semanales que hacen tediosa una clase que fácilmente podría ser interesante (pues los temas tratados lo son)."
10574,3,"Casi no expica nada en clase, hace ejercicios que a comparación de los talleres que manda no son nada. Manda vídeos con lo que no explica en clase, termina explicando más en los vídeos. "
10575,5,"Zeljka es muy buena profesora es muy querida, sabe mucho, tuve la fortuna de ver dos cálculos con ella y quede muy por encima del nivel de mis compañero, se preocupa porque aprendas y si muestras empeño ella se porta muy bien contigo aunque si que puede llegar a ser difícil pasar con ella"
10576,4,Demasiado fácil ver finanzas 1 con este man. Solo te hace un parcial más el final mientras los otros profesores hacen como 4.
10577,4,"Aunque mucha gente puede decir que la metodología de la clase no es la mejor. Uno aprende a apreciar lo que se aprende en la clase después de mucho de verla. Quizás se puede mejorar mucho, pero maria del pilar no es una mala profesora."
10578,5,"Es muy buena profesora, se nota que conoce bastante del tema y no le es difícil hacer llegar ese conocimiento a los estudiantes."
10579,2.5,"Sabe muchísimo pero no sabe transmitir todos sus conocimientos, se enreda mucho en la clase y sus presentaciones son malísimas. Da muchos bonos pero sus parciales son un poco difíciles. Es querido pero es un poco distante, así que uno no puede depender mucho de él."
10580,3,"De las clases mas dificiles que vi en toda mi carrera. Aunque al final aprendi mucho, tuve hasta pesadillas con sus parciales mas de una vez. Explica muy bien, el nivel de dificultad siempre es alto en mi opinion. Al principio asusta y es muy grosera, al final uno se da cuenta que es buena persona y hasta chevere."
10581,5,"Excelente profesora, clases muy interesantes."
10582,5,"Es una gran persona y un capo en el tema, es joven y entiende mejor los problemas que uno puede llegar a tener en general no tengo ningun disgusto"
10583,5,"Es un excelente profesor, de los mejores que he tenido. No solo hace que sus clases sean interesantes, sino que se interesa por cada estudiante, esta muy dispuesto a colaborar asi sea en te,as externos a la clase. Califica muy justo y se aprenden cosas muy cheveres."
10584,4,"Luisa Maria es de las profesoras que mas sabe en la facultad sobre derechos de propiedad, sin embargo, es una clase que se sufre muchísimo para estar en tercer semestre... a ella no le gusta el código civil, por lo que hay que criticarlo 100% y los conceptos que ella da te los tienes que aprender si o si."
10585,3,"Carolina sabe mucho del tema y es apasionada por lo que hace, sin embargo, es notable su preferencia y su disgusto por ciertos estudiantes, generando fuertes brechas en las notas de las entregas. hace gestos faciales muy antipaticos con ciertas personas. es MUY impuntual,no hay clase que llegue de 10 a 20 minutos tarde e incoherentemente siempre toma asistencia y la califica fuertemente."
10586,5,"Es un excelente profesor, se preocupa porque los estudiantes entiendan y explica de forma muy clara y sencilla los temas. "
10587,5,"Carlos es uno de los mejores profesores que he tenido. Explica cada tema con extremo detalle, responde todas las dudas, y se asegura de que no queden vacios. Aunque hay que trabajos todas las semanas porque hay como 6 PBLs, estos ayudan a que los temas no se queden en abstracto, si no que lo aplicandolos a casos reales. En el final Carlos da un cue..."
10588,4,"Es demasiago exigente, hace quices muy frecuentemente. La clase demanda mucho tiempo y energía pero se aprende porque se aprende. Es uno de esos cursos que uno suda pero aprende."
10589,4,Simplemente Jean es un amor de profesor. Se nota muy bien que maneja el tema y que le apasiona cada cosa que enseña y principalmente la aplicación del mismo aunque por esa misma razon es muy común que se distraiga explicando ejemplos o subtemas complejos que no salen en los parciales y se enreda solito haciendolos. Sin embargo si realmente le inter...
10590,4.3,"Su clase es muy interesante, las lecturas son demasiado buenas y el sabe mucho del tema. Es bastante desordenado, pero al final entrega todo bien corregido (con comentarios)."
10591,2,"Realmente Miguel es un gran diseñador pero un terrible profesor. De verdad que los proyectos del man son increíbles y él es un duro, pero desafortunadamente no sabe como transmitirle ese conocimiento a los estudiantes y es una lástima porque el sí sabe pero lo que los estudiantes necesitamos en principio son buenos profesores no buenos diseñadores ( si se puede ambas cosas mejor)"
10592,5,Jorge enseña con tanta pasión que puedo asegurar que si vez Biología de Organismos con él te cambias de carrera
10593,3.6,Henrik es una muy buena persona pero no es un profesor tradicional. Su manera de organizar la clase no es convencional y aveces es muy difícil ubicar el tema que se está tratando.
10594,5,"Es uno de los mejores profesores que he tenido, se preocupa por el bienestar y aprendizaje de todos. Es una clase muy interesantes que funciona como una pequeña introducción a la antropología. Para aprender es necesario leer e ir a clase, aunque esto se hace más como un gusto pues tanto las lecturas como cada clase son maravillosas."
10595,1.5,"No me gustó mucho su clase, a pesar de que intenta que los estudiantes aprendan, a veces se torna un poco ""grosera"" con los estudiantes, deja muchísimas tareas, que aunque normalmente sería algo bueno, son más que todo una practica excesiva y monótona."
10596,4.5,"Es muy sabio, conoce de todos los temas, se nota que le gusta lo que habla. El blended permite que uno mismo aprenda a manejar su tiempo fuera de las clases; puede irte muy bien si te interesa el tema pues hay muchisimas lecturas y largas."
10597,4,"Es una persona muy preparada para las clases, es muy agradable tener clase con ella. Si no haces las lecturas de preparación, la clase va a ser aburrida porque es todo el tiempo escuchando a la gente opinar y ella haciendo un resumen de la lectura. No es difícil pasar la materia, los parciales son solo memoria."
10598,1.5,"Ximena hace que la clase sea muy aburrida. Además, califica innecesariamente duro. Le gusta que los textos sean extensos e incluso redundantes en vez de sencillos y al punto, lo cual hace que uno se complique porque siempre pone un límite de palabras. La verdad, la clase se pudo haber aprovechado mucho más de lo que hizo Ximena."
10599,5,"Es super amigables, explica muy bien todos los temas, siempre te motiva y te empuja a dar lo mejor de tí en la clase y ademas es lindo."
10600,4.8,Es un gran profesor. Con una clase diferente. Es un poco monótono al hablar pero es que así es el hombre. Es una clase con un contenido muy bueno y no apta para vagos como los que me tocaron en mi curso que se quejaban por tener que leer o hacer trabajos. Las lecturas son buenas y el profesor siempre está disponible. Aprobar no es difícil pero no regala la nota.
10601,5,"Es una muy buena profesora, explica de una manera muy fácil y tiene paciencia para volverte a explicar cuando no entiendes. "
10602,5,Vanessa es una profesora muy amable y paciente da aún más de su tiempo para ayudar realmente con absolutamente cualquier duda 
10603,4.1,Pros: Explica muy bien los temas
10604,5,"Jorge es un gran profesor. Con él vi la Complementaria de Econometría 1 y la Complementaria de Econometría 2 en intersemestral. En la época que vi estas clases con él, era considerado el mejor complementario de estos cursos. Sus ejemplos eran prácticos, explicaba bien, es un ""duro"" y siempre tiene tiempo para ayudar a explicar y entender la teoría ..."
10605,5,"Es uno de los mejores profesores que he tenido. A la hora de explicar los temas es concreto, haciendo que los ejemplos sean fáciles de entender, es amable, es una buena persona. Sin duda en un futuro me gustaría volver a ver alguna clase con él, sea complementaria o magistral."
10606,2.8,"Luis Jaime es buena gente y atento y da bonos, sin embargo es muy desordenado y explica regular. Sus parciales son de dificultad media pero pasables da bono solo por corregir el parcial y ayuda mucho en la nota . Hay que estudiar por cuenta propia ya que muchos temas no los deja claro y en su clase uno se pierde ya que no explica claramente."
10607,4.8,"A veces es difícil entender su portuñol, pero una vez uno se acostumbra se da cuenta de la buena profesora que es. Sus clases fueron muy amenas y transmitía con agrado su conocimiento y la fascinación que siente por el tema. Además, durante el semestre llevó a una serie de invitados que complementaron muy bien el tema de la clase y que además hicieron actividades complementarias muy entretenidas."
10608,1,"No tiene todavia suficiente conocimiento de la materia, va muy lento"
10609,3.6,Es un profesor un poco aburrido pero los temas que trata en su clase son muy interesantes!
10610,4,"Creo que Luis es un buen profesor con un gran conocimiento de la materia que dicta. Estoy de acuerdo conquienes han comentado que puede tener una personalidad difícil e vez en cuando, pero en lo personal doy fe de que puede brindar ayuda cuando nota interés y trabajo por parte del estudiante. Los parciales no son tan extensos si la persona sabe y v..."
10611,4.9,LO MEJOR DEL DEPARTAMENTO.
10612,4.6,"Me parece que es un buen profesor, muy chistoso. A veces no se le entiende, pero la clase es amena. Los parciales son fáciles, muy muy lograble."
10613,5,"Ya había visto legislación con Carolina, y ver Administrativo fue la mejor opción. Es una profesora muy apasionada por la clase y el tema, las lecturas son interesantes. Siempre trata de explicar lo más sencillo posible mediante casos reales y actuales."
10614,4,"Es un profesor exigente, sabe mucho del tema. Las clases son entretenidas y útiles. Es muy amable y está dispuesto a ayudarte con tus escritos durante sus horario de atención."
10615,5,"Es excelente profesor, cada una de sus clases son interesantes. Lo tuve también en fundamentos de producción y es impresionante como enseña ambas materias con la misma pasión aunque sean de diferentes áreas."
10616,2,"El profesor espera que leas y entiendas por tu cuenta, utiliza diapositivas en la clase pero si no has leído con anterioridad muy pocas veces entenderás. Su temperamento es muy fuerte. Los parciales no son tan dificiles pero como no entiendes lo que el te explica, parecieran los mas duros de pasar"
10617,4.9,"Excelente profesor! Sin duda, uno de los mejores! Siempre se preocupa porque los estudiantes aprendan, hace las clases dinámicas y su actitud es muy buena."
10618,5,"Es una excelente profesora. Explica muy bien y siempre responde dudas, tanto en la clase como en su oficina."
10619,4.5,"Es un bacán, explica muy bien los temas de su clase y sabe mucho de derecho procesal. Es un profesor joven entonces entiende que uno tiene otras materias. La clase es fácil pero igual se aprende lo necesario para el litigio.Su clase es dinámica lo cual es importante para un tema como procesal que a muchos le puede parecer aburrido."
10620,5,"Camilo es sencillamente uno de los mejores profesores que he tenido en la universidad. Si bien sus explicaciones son excelentes, él va mucho más allá. Es una excelente persona antes que profesor. Es evidente su pasión por el tema y siempre se preocupa por los estudiantes. Propone reflexiones muy interesantes e invita a sus estudiantes a ir más allá..."
10621,3.7,"Pros: Maneja la temática pertinente, es extremadamente fácil pasar la materia."
10622,5,"Margarita es una excelente profesora, no solo es MUY, MUY querida y atenta, sino que en verdad te transmite un conocimiento que se va valorando conforme avanza el curso. Estudio 2 es muy pesado pero con su guia, sus comentarios lo ayudan a uno a mejorar cada vez más. El manejo de las clases es muy interesante y sobre todo es necesario escuchar toda..."
10623,5,Muy buen profesor. Prepara las clases muy bien y tiene muchos recursos para que los estudiantes aprendan. Responde preguntas y suele ser muy organizado con las notas. El trabajo en la clase suele ser muy exigente con tareas y laboratorios.
10624,4.5,"Emilio es un profesor que sabe mucho y sus clases son muy entretenidas, ya que los ejercicios que se hacen en clase son útiles y son en su mayoría casos de la vida real. Aunque a veces hace comentariosn que son un poco conflictivos para algunas personas, él siempre está atento a las dudas en clase y ayuda mucho si uno le pone ganas al curso."
10625,5,"Excelente, sin duda la mejor opción para obli 2"
10626,4.5,"Luis Fernando es un profesor excelente. Sus clases son interesantes, pero algunas veces se desvía del tema para darle cantaleta a los estudiantes sobre aspectos formativos, a mi parecer necesarios, pero que son poco relevantes con el desarrollo de la clase como tal."
10627,5,"Uno de los mejores profesores que tuve durante la carrera, gracias a él sé lo que sé sobre arquitectura de software. Sabe muchísimo, lástima que las nuevas generaciones no puedan disfrutar del conocimiento de Dario sobre arquitectura. Tenía mucho tacto para destrozar los proyectos, gracias a eso aprendimos muchísimo. Maestrazo!"
10628,4.1,"Juan Sebastián es chévere, enseña bien aunque la clase no es muy entretenida dados los temas del curso. Sin embargo él la hace relajada y te ayuda en lo que necesites."
10629,5,"Antes de empezar, es un profesor, no profesora. Antonin Jules Guyot."
10630,4,"Es una clase dura. El enfoque esta en el Derecho Comparado, sin duda, con autores muy buenos de la literatura juridica anglosajona, pero todos en ingles. La metodologia de la clase es dedicar los primeros 10 minutos a quices orales sobre la lectura. No es imposible, pero tampoco es facil; la clave es participar voluntariamente cuando se tenga la oc..."
10631,4,"Maria Rosa es una excelente profesora, los parciales no son ni fáciles ni difíciles, es muy buena persona, pero califica duro, baja bastantes puntos si por los nervios haces mal una multiplicación o algo así, en un parcial puso un punto con operaciones matemáticas muy difíciles. Es muy atenta a las dudas y se preocupa porque entiendas, siempre hace..."
10632,5,"Ana es una muy buena profesora, tanto en vanguardias como en apreciación. Su metodología hace dinámica la clase ya que fomenta la participación de los estudiantes y muchos trabajos son dinámicos como bitácoras, cartas, fotomontajes, etc. Algunas personas le ven negativo que ponga reglas ""escueleras"" pero yo creo que ayudan a dar unas bases mínimas para un ambiente académico agradable."
10633,4.6,Explica un poco rapido pero muy muy bien. Ayuda mucho a las personas que se dedican en la clase y los parciales son realizables si uno estudia con los ejercicios de la clase.
10634,3.4,"En general la clase es muy fácil, lo más esencial es hacer las lecturas ( que pueden ser muy largas) y participar activamente en la clase, la dinámica de la clase se refiere a una cátedra activa donde los estudiantes discuten junto al monitor y/o profesor el tema dispuesto en el cronograma. Deja muy bien preparado para las siguientes clases y la ca..."
10635,2,"Rodrigo se nota que conoce mucho del tema, sin embargo, su actitud para dar clase, y la actitud general hacia los estudiantes no es buena."
10636,1.5,"Es el peor profesor que he tenido en mi vida. Aunque tenga buen conocimiento sobre los antiguos (En mi caso vi Platón y Aristóteles) no sabe transmitir ese conocimiento a sus estudiantes. Cuando un le va a reclamar una nota respetuosamente para ver como mejorar, o para preguntar por qué se obtuvo esa nota, se ofende como si fuera personal y empieza..."
10637,4.5,"Es muy querida, comprensiva y abierta a discutir notas o problemas en los que se haya equivocado. Además, siempre abre espacios en clase para dudas acerca de los talleres o ejercicios propuestos. Los exámenes no son imposibles aunque tampoco son regalados. Su corte está un poco por debajo de 3 dependiendo de un análisis raro que ella hace con la distribución de las notas."
10638,2.6,"O te cae muy bien o te cae pésimo, nunca neutro, tiene una personalidad bacana pero se presenta para problemas como en cuanto a preferencia con los estudiantes o métodos evaluativos cuestionables."
10639,4,es buen profesor e intenta ser claro en sus explicaciones. Los parciales no son faciles son mas matematicos que de intuicion. hace actividades entretenidas pero es interesante.
10640,3,"Realmente le falta aprender a ser profesor. Siendo nuevo en esa disciplina, le cuesta adaptarse a su rol jerárquico y suele quedarse en una actitud de ""buen amigo"" con sus estudiantes. Le falta estructurar y planifiar su programa y sus clases. Es una lástima porque estoy segura de que se podría llegar a aprender mucho de él."
10641,4.8,"Maria Andrea es joven y ha aprendido mucho. Transmite muy bien su conocimiento aunque siento que le da miedo enfrentarse a los estudiantes, pues es muy nueva. La clase cuando ella está sola no es tan seria aunque la retroalimentación que da es buenísima. Se nota que es una dura en lo que hace y va a prendiendo muy bien a ser una buena profesora."
10642,5,"Es de lo mejor que tienen la universidad en docencia. Es exageradamente muy buen profesor. Es querido con los estudiantes, hasta da las gracias al final de cada clase por la asistencia. Se toma el tiempo justo para explicar cada tema, y lo hace de la manera más clara y organizada posible. No tienen problema en repetir si alguien no entiende. Sus pa..."
10643,5,"Pros: Muy buen profesor, se preocupa mucho por los estudiantes y trata de ayudar siempre"
10644,5,Excelente profesor!
10645,5,LA AMÉ
10646,4.5,Pros: Sabe muchísimo. 
10647,5,Carlos es un profesor increíble que se preocupa por sus estudiantes y por que aprendan. Además es bastante exigente y requiere que se hagan análisis rigurosos de los temas.
10648,5,"Getmanenko es un profesor increíble, si bien no es fácil, se esfuerza porque sus estudiantes comprendan el tema. Se sufre, pero al final se agradece."
10649,1.6,Pésimo profesor que no enseña de verdad sino que dicta media clase de experiencias de vida personal y media clase de el tema en verdad. Sumado a que se salta muchas veces la información en la clase la cual uno asume que no tiene mucha importancia y en los parciales este tipo de información aparece.
10650,1,"La clase magistral no es muy útil, habla de muchos temas y las explicaciones de los temas no dejan las cosas claras. Siento que no aprendí casi nada en esta clase y le perdí mi interés. "
10651,4,"Como profesor es muy estricto pero dice las cosas como son y ""sin pelos en la lengua"". Se nota que sabe mucho y se enoja facilmente si vé a alguien haciendo desorden en la clase o está que se duerme (esto podría terminar en un quiz sorpresa para todos como castigo). Ya como persona uno se dá cuenta que son de esa clase de gente de buen ambiente y d..."
10652,2.9,"Funciona mucho para conocer del programa y la carrera. Pero no decía nada interesante, a veces era muy cortante con sus comentarios"
10653,5,"Excelente profesor, enseña muchas cosas para la vida."
10654,3,Muy mal profesor. Una lástima que una clase tan importante esté en manos de Camilo Hernández. Parece que odia dar clase y quiere terminarlas cuanto antes. No tiene interés alguno en los estudiantes. Algunas de sus intervenciones pueden ser ofensivas y/o agresivas. Sus clases consisten en imponer una opinión argumentada de cada texto y nada más. Si ...
10655,5,Es el mejor profesor del departamento de arquitectura. Resuelve dudas dentro y fuera del aula de clase y se preocupa porque el estudiante se interese y aprenda. Es dedicado y motiva a esforzarse. Se preocupa para que el estudiante no pierda su creatividad y da consejos de vida en general.
10656,4.6,"Muy buena profesora, se enfoca en hacer que pierdas la timidez, no es sutil con sus comentarios y es muy directa, es española y suele encontrar errores en los discursos que casi nadie nota. Aveces las notas parece regaladas y eso desmotiva a los estudiantes y hace que todos se vuelvan muy vagos, pero en general la clase estudiantes se divertida."
10657,5,Explica muuy bien!
10658,4.3,Diego es un profesor muy amable y atento. A veces sus clases pueden ser un poco monótonas pero en general lo hace muy bien.
10659,5,"Pros: La materia es muy completa pero no es difícil, Paula es clarísima explicando y uno sale con una comprensión muy buena del sistema procesal penal."
10660,3,Es un buen profesor aunque creo que más para quienes no estudian derecho que quienes si lo hacen. Su clase no es realmente difícil pero si aburrida y tediosa. Se puede sacar una nota alta si se le dedica tiempo a las tareas y con las lecturas podría no ser necesario asistir a la clase.
10661,4.8,"Enrique es un excelente profesor, si bien la clase es bastante entretenida gracias a sus ejercicios prácticos. Enrique hace que de un pensamiento o un dibujo se pase a un elemento real y por medio de esto invita al estudiante a indagar e intentar resolver cada uno de los problemas que se presentas. Ademas de esto , es un profesor que siempre esta ..."
10662,4.1,Buen profesor. Califica justo y se hace amigo de los estudiantes. Lo recomiendo.
10663,5,"Monica además de ser un excelente ser humano es muyy buena profesora. La clase puede ser un poco exigente pero se aprende mucho, además que se reflexiona y se aplican muchos de los conceptos vistos en clase. La recomiendo mucho"
10664,2,Cons: prepotente
10665,4.5,"Muy buen profesor, divertido y cercano al estudiante. Lo pasé muy bien en su clase, casi no daban ganas de faltar."
10666,4,Es de las pocas secciones que enseña ambos tomos de Derecho Romano. David deja muy buenas bases para Obligaciones I.
10667,2.5,Pros: El tema del curso es interesante y se aprende bastante acerca de las técnicas.
10668,3.5,"Es un muy buen tipo pero se enreda mucho explicando. A veces hace ejercicios por 20 minutos y se da cuenta que equivocó al comienzo, entonces toca cambiar todo. Los parciales son los mismos cada semestre, no cambia casi nada entonces no es difícil pasar."
10669,5,"Es una muy buena clase , Veronica es increíble y amable, se nota que sabe. Obviamente el tema es muy general pero es un excelente abrebocas, si uno quiere profundizar más , hay otras clases que el dpto. ofrece."
10670,5,La procidad en sudadera <3
10671,5,"Todo es en grupo, la clase es divertida y el profesor es extrovertido e interesado por saber la opinión de sus estudiantes."
10672,3.3,"Explica demasiado rápido, el sobreentiende que ya todos saben del tema sin preguntar antes."
10673,2.9,Es muy regular. Bastante mala persona y solo explica los temas del libro por encima. Los parciales son logrables.
10674,5,"Es un teórico y ser humano maravilloso. Su interese y sus esfuerzos por propender a teorías más deliberativas, relacionales y dialógicas, hacen que sus clases sean bastante interesantes y creadoras de nuevos pensamientos. Su conocimiento es extraordinario y su disposición y generosidad al diálogo y a la escucha son su más grandes virtudes. Ello exp..."
10675,1.5,"Es una persona que tiene mucho conocimiento acerca de las matematicas y la economia pero no tiene ni idea como enseñar. Es arrogante, pesimo enseñando temas."
10676,4.5,Es un buen profesor que se toma el tiempo de explicar los ejercicios en el tablero.
10677,3,"El profesor no prepara clase, dicta temas importantes en media clase y siempre falta los Viernes. Sus parciales son muy largos y llenos de cascaritas."
